web_id,adresse_original,adresse_bereinigt,lat,lon,coord_source
1753,Ghanastr. 24-28,Ghanastr. 24,52.56015,13.3305117,osm
986,Gieseler Str. 29,Gieseler Str. 29,52.4886537,13.3179577,osm
987,Gieseler Str. 30,Gieseler Str. 30,52.4884431,13.3180091,osm
465,Gleditschstr. 35,Gleditschstr. 35,52.4935237,13.3555037,osm
209,Gleditschstr. 74-78/Grunewaldstr. 82,Gleditschstr. 74,52.4892161,13.355028,osm
208,Gleditschstr. 80,Gleditschstr. 80,52.4889187,13.3549055,osm
1793,Goebenstr. 7,Goebenstr. 7,52.448925,13.3322236,osm
1348,Goebenstr. 7a,Goebenstr. 7a,52.4489665,13.3321142,osm
393,Goßlerstr. 21,Goßlerstr. 21,52.4693472,13.3250532,osm
391,Goßlerstr. 25,Goßlerstr. 25,52.4701203,13.326387,osm
392,Goßlerstr. 27,Goßlerstr. 27,52.4704289,13.3269437,osm
1788,"Gotenburger Str. 7-9, Grundschule",Gotenburger Str. 7,52.5571724,13.383498840780142,osm
1518,Gothaer Str. 5,Gothaer Str. 5,52.4865308,13.3474133,osm
1429,Gothaer Str. 5a,Gothaer Str. 5a,52.486658,13.3473815,osm
750,Göttinger Str. 3,Göttinger Str. 3,52.4600091,13.3452166,osm
1716,Grabenstr. 40,Grabenstr. 40,52.42407835,13.324508525340132,osm
1728,Gravelottestr. 2,Gravelottestr. 2,52.4492578,13.3290143,osm
1206,Gravelottestr. 7,Gravelottestr. 7,52.4485737,13.3284236,osm
1309,Grenzburgstr. 5 / Wulffstr. 7,Grenzburgstr. 5,52.4544568,13.3169812,osm
727,Grillparzerstr. 16,Grillparzerstr. 16,52.4631623,13.3111033,osm
728,"Gritznerstr. 19-23, Dunant-Grundschule",Gritznerstr. 19,52.4605562,13.3133284,osm
1078,Gritznerstr. 31/Forststr. 10,Gritznerstr. 31,52.46382475,13.316299478652486,osm
1073,Gritznerstr. 32/Ecke Forststr. 11,Gritznerstr. 32,52.4639259,13.3159128,osm
1065,Gritznerstr. 37,Gritznerstr. 37,52.4631329,13.3155794,osm
1075,Gritznerstr. 38/Forststr. 43/,Gritznerstr. 38,52.463337,13.3151808,osm
1083,Gritznerstr. 46,Gritznerstr. 46,52.4625299,13.3145929,osm
1084,"Gritznerstr. 57, Paulsen-Gymnasium","Gritznerstr. 57 , Paulsen-Gymnasium",52.4613966,13.314937808152385,osm
43,Großbeerenstr. 171,Großbeerenstr. 171,52.3842629,13.11595995222322,osm
1768,Großbeerenstr. 21,Großbeerenstr. 21,52.4373229,13.3803801,osm
1853,"Großbeerenstr. 40, Charlotte-Salomon-Grundschule",Großbeerenstr. 40,52.4907636,13.3818365978032,osm
1773,Große Hamburger Str. 19 A,Große Hamburger Str. 19 A,52.5260201,13.3986224,osm
233,"Große Hamburger Str. 3, St. Hedwig-Krankenhaus","Große Hamburger Str. 3 , St. Hedwig-Krankenhaus",52.5266872,13.3981285,osm
1262,Großgörschenstr. 12,Großgörschenstr. 12,52.4910478,13.3675144,osm
282,Großgörschenstr. 2,Großgörschenstr. 2,52.4911883,13.3615803,osm
283,Großgörschenstr. 38,Großgörschenstr. 38,52.4915435,13.3632272,osm
1263,Großgörschenstr. 39,Großgörschenstr. 39,52.4915127,13.3629612,osm
1264,Großgörschenstr. 40,Großgörschenstr. 40,52.4914978,13.3626446,osm
1186,Grünberger Str. 44,Grünberger Str. 44,52.5120069,13.4543236,osm
1088,Grunewaldstr. 14,Grunewaldstr. 14,52.4900685,13.354163,osm
1400,Grunewaldstr. 15,Grunewaldstr. 15,52.4900538,13.3538409,osm
1085,Grunewaldstr. 17,Grunewaldstr. 17,52.4594599,13.3140223,osm
615,Grunewaldstr. 20/Schwäbische Str. 13,Grunewaldstr. 20,52.4898023,13.3510314,osm
1219,Grunewaldstr. 35,Grunewaldstr. 35,52.45915585,13.30764007894008,osm
623,"Grunewaldstr. 59/60, verlorene Niststätten",Grunewaldstr. 59,52.4885801,13.3417831,osm
620,Grunewaldstr. 68,Grunewaldstr. 68,52.4891257,13.3471757,osm
206,Grunewaldstr. 87,Grunewaldstr. 87,52.489646,13.3560303,osm
210,Grunewaldstr. 9/Elßholzstr. 23,Grunewaldstr. 9,52.4902642,13.3560125,osm
1840,Grüntenstr. 72,Grüntenstr. 72,52.4380571,13.4006551,osm
889,Guineastr. 26-29,Guineastr. 26,52.5500606,13.3422782,osm
1191,Gundelfinger Str. 19,Gundelfinger Str. 19,52.4877949,13.525969671564171,osm
1193,Gundelfinger Str. 25,Gundelfinger Str. 25,52.4888136,13.5256025,osm
347,Güntzelstr. 51,Güntzelstr. 51,52.4908367,13.3280614,osm
573,Güntzelstr. 57/58,Güntzelstr. 57,52.4906153,13.3314644,osm
571,Güntzelstr. 59,Güntzelstr. 59,52.4905978,13.3318869,osm
1824,Habersaathstr. 31,Habersaathstr. 31,52.5318755,13.3772588,osm
893,Hackerstr. 12/13,Hackerstr. 12,52.4644137,13.3228583,osm
1584,Haderslebener Str. 35,Haderslebener Str. 35,52.4640152,13.3069643,osm
1883,"Hagenstr. 26, Sporthalle","Hagenstr. 26 , Sporthalle",52.5178092,13.501182619562147,osm
382,Hähnelstr. 14,Hähnelstr. 14,52.4757772,13.3387351,osm
833,Hähnelstr. 15,Hähnelstr. 15,52.4757444,13.3383631,osm
381,Hähnelstr. 15 a/Stierstr. 7,Hähnelstr. 15 a,52.4756331,13.3375148,osm
383,Hähnelstr. 20,Hähnelstr. 20,52.4757652,13.3358691,osm
1535,Halbauer Weg 22 und 24,Halbauer Weg 22,52.4336146,13.3623266,osm
1287,Hallesche Str. 1 / Deutsche Rentenversicherung,Hallesche Str. 1,52.5012749,13.3857435,osm
223,"Hallesche Str. 24, Clara-Grunewald-Grundschule",Hallesche Str. 24,52.5009358,13.38482901534812,osm
736,Halskestr. 1,Halskestr. 1,52.4472835,13.3432964,osm
737,Halskestr. 11,Halskestr. 11,52.4490754,13.3458317,osm
700,Halskestr. 12 a,Halskestr. 12 a,52.448786,13.3450315,osm
1839,Halskestr. 37,Halskestr. 37,52.4491134,13.3451427,osm
1590,Halskestr. 44,Halskestr. 44,52.4476953,13.3431296,osm
1342,Halskestr. 45,Halskestr. 45,52.4475404,13.3429012,osm
1048,Handjerystr. 1/ Ecke Bundesallee,Handjerystr. 1,52.4770601,13.3325586,osm
270,Handjerystr. 85,Handjerystr. 85,52.473058,13.3328845,osm
1427,Hardenbergstr. 2,Hardenbergstr. 2,52.5058185,13.332972,osm
1887,"Harnackstr. 17, Hermann-Gmeiner-Grundschule",Harnackstr. 17,52.50961435,13.48577147777448,osm
1334,Hartmannstr. 13b,Hartmannstr. 13b,52.437944349999995,13.326858849999995,osm
1919,Hartmannstr. 22,Hartmannstr. 22,52.43721085,13.325443245239835,osm
1863,Harzer Str. 39,Harzer Str. 39,52.4845548,13.4496502,osm
1841,"Hasenhegerweg 12, Lisa-Tetzner-Schule",Hasenhegerweg 12,52.4227343,13.4468273,osm
1290,Hasenheide 66,Hasenheide 66,52.4885385,13.4095084,osm
1289,Hasenheide 67,Hasenheide 67,52.4885015,13.4098191,osm
322,Haubachstr. 15,Haubachstr. 15,52.5154639,13.3042348,osm
323,Haubachstr. 16,Haubachstr. 16,52.5156885,13.3043404,osm
367,Hauptstr. 106,Hauptstr. 106,52.4803216,13.3467332,osm
648,Hauptstr. 14/15,Hauptstr. 14,52.4877988,13.3575416,osm
647,Hauptstr. 149,Hauptstr. 149,52.4879081,13.3583354,osm
649,Hauptstr. 17,Hauptstr. 17,52.4871186,13.356891,osm
1506,Hauptstr. 27 / Post Finanzcenter,Hauptstr. 27,52.4858093,13.3541252,osm
259,Hauptstr. 34/Eisenacher Str. 61,Hauptstr. 34,52.4846046,13.3525429,osm
838,Hauptstr. 68/Benningsenstr.,Hauptstr. 68,52.4762482,13.340631,osm
1836,"Hausburgstr. 20, Hausburg-Grundschule",Hausburgstr. 20,52.5242203,13.4543611,osm
1830,Hausvaterweg 4,Hausvaterweg 4,52.56834215,13.544438839413774,osm
1298,Haydnstr. 12/14 a,Haydnstr. 12,52.44740615,13.318324007776436,osm
1303,Haydnstr. 22/Kühlebornweg 21,Haydnstr. 22,52.4487682,13.3223432,osm
1297,Haydnstr. 26,Haydnstr. 26,52.4491023,13.3231072,osm
1296,Haydnstr. 28,Haydnstr. 28,52.4492009,13.3233368,osm
1312,Haydnstr. 7,Haydnstr. 7,52.44762505,13.31697681661952,osm
1466,Haydnstr. 9,Haydnstr. 9,52.447635649999995,13.317340462825086,osm
1301,Haydnstr. 9 / Undinestr. 16,Haydnstr. 9,52.447635649999995,13.317340462825086,osm
1213,Haynauer Str. 73,Haynauer Str. 73,52.4342618,13.3662036,osm
1081,Hedemannstr. 29,Hedemannstr. 29,52.5028484,13.3866389,osm
556,Heerstr. 10,Heerstr. 10,52.5094128,13.2690075,osm
555,"Heerstr. 12, Bürgeramt","Heerstr. 12 , Bürgeramt",52.5093818,13.2676587,osm
1659,"Heesestr. 15, Gymnasium Steglitz","Heesestr. 15 , Gymnasium Steglitz",52.45699775,13.325905406581745,osm
94,Heidelberger Platz 3/Aßmannshauser Str.,Heidelberger Platz 3,52.4786049,13.3117632,osm
1408,Heiligendammer Str. 37/Dievenowstr. 15,Heiligendammer Str. 37,52.4720909,13.2968674,osm
729,Heimstättenweg 3,Heimstättenweg 3,52.4618554,13.3128185,osm
240,Heinersdorfer Weg 38 A-D,Heinersdorfer Weg 38 A-D,52.3994957,13.2842167,osm
1445,Heinrich-Seidel-Str. 1,Heinrich-Seidel-Str. 1,52.4483887,13.3428594,osm
1444,Heinrich-Seidel-Str. 2,Heinrich-Seidel-Str. 2,52.4485544,13.3430929,osm
1920,"Heinrichstr. 7, Industriehalle","Heinrichstr. 7 , Industriehalle",52.4208945,13.3147585,osm
359,Helgolandstr. 12,Helgolandstr. 12,52.4717881,13.3018,osm
1269,Helgolandstr. 13/13a/14,Helgolandstr. 13,52.4724961,13.300533,osm
26,Helgolandstr. 3/4,Helgolandstr. 3,52.4728125,13.2995291,osm
360,Helgolandstr. 5,Helgolandstr. 5,52.472504,13.3002011,osm
304,Helgolandstr. 8-11,Helgolandstr. 8,52.4724961,13.300533,osm
251,Helgolandstr. 9,Helgolandstr. 9,52.4720807,13.301165,osm
297,Helmstedter Str. 16/17,Helmstedter Str. 16,52.4882925,13.3340896,osm
298,Helmstedter Str. 21,Helmstedter Str. 21,52.4888788,13.3345231,osm
870,Hendrichplatz 10,Hendrichplatz 10,52.5195497,13.4842316,osm
871,Hendrichplatz 19,Hendrichplatz 19,52.5200147,13.4833672,osm
869,Hendrichplatz 33/33 b,Hendrichplatz 33,52.5199822,13.4847503,osm
651,Herbertstr. 1,Herbertstr. 1,52.486255,13.3582623,osm
1574,Herbertstr. 11,Herbertstr. 11,52.4861692,13.3587153,osm
1733,Herbertstr. 2-4 / Walther-Rathenau-Gymnasium,Herbertstr. 2,52.4919321,13.280663,osm
1562,Herbertstr. 4,Herbertstr. 4,52.4855355,13.3584446,osm
1563,Herbertstr. 7,Herbertstr. 7,52.4852236,13.3590713,osm
1064,Herderstr. 21/22,Herderstr. 21,52.4630707,13.3141218,osm
1204,Herderstr. 28,Herderstr. 28,52.4623113,13.31619320439557,osm
668,Hermesweg 1/Am Eichgarten,Hermesweg 1,52.4483773,13.3386092,osm
1454,Herrfurthstr. 14 / Ecke Lepsius 73,Herrfurthstr. 14,52.4594837,13.317144913386509,osm
1067,"Herrfurthstr. 4, 6",Herrfurthstr. 4,52.4590104,13.3182646,osm
1066,Herrfurthstr. 6a,Herrfurthstr. 6a,52.4592748,13.3181548,osm
1500,Herrfurthstr. 8,Herrfurthstr. 8,52.4592347,13.317816893520284,osm
811,Herschelstr. 1,Herschelstr. 1,52.526619,13.2989475,osm
810,Herschelstr. 3/3 a,Herschelstr. 3,52.5268868,13.2990531,osm
809,Herschelstr. 5,Herschelstr. 5,52.5274247,13.2992739,osm
808,Herschelstr. 6/6 a,Herschelstr. 6,52.5275673,13.2993295,osm
365,Heylstr. 2,Heylstr. 2,52.4810387,13.3457744,osm
342,Hildegardstr. 22,Hildegardstr. 22,52.4816487,13.3239606,osm
960,"Hindenburgdamm 1, Postamt","Hindenburgdamm 1 , Postamt",52.431595,13.310364800000002,osm
1315,Hindenburgdamm 41,Hindenburgdamm 41,52.4435996,13.315965891560683,osm
1420,Hindenburgdamm 51,Hindenburgdamm 51,52.44505125,13.31581651679735,osm
1421,Hindenburgdamm 52,Hindenburgdamm 52,52.44524205,13.31579290965592,osm
1862,Hindenburgdamm 61,Hindenburgdamm 61,52.4489953,13.3156106,osm
1571,Hindenburgdamm 65d,Hindenburgdamm 65d,52.4530962,13.3158998,osm
961,Hindenburgdamm 68/Geranienstr.,Hindenburgdamm 68,52.45198825,13.314966351784712,osm
1811,Hindenburgdamm 94 Lidl,Hindenburgdamm 94 Lidl,None,None,osm
1769,"Hiroshimastr. 11, Griechische Botschaft","Hiroshimastr. 11 , Griechische Botschaft",52.5086906,13.3586918,osm
1835,Hirschfelder Weg 5,Hirschfelder Weg 5,52.5446835,13.5745717,osm
1714,Hochstrasse 2,Hochstrasse 2,52.4195693,13.319689492355131,osm
835,Hoeppnerstr. 19,Hoeppnerstr. 19,52.4717018,13.3829085,osm
1058,Hoeppnerstr. 21/23,Hoeppnerstr. 21,52.4718856,13.3827143,osm
834,Hoeppnerstr. 22 c,Hoeppnerstr. 22 c,52.4724448,13.3786328,osm
836,Hoeppnerstr. 22 e,Hoeppnerstr. 22 e,52.4724448,13.3786328,osm
1056,Hoeppnerstr. 29/31,Hoeppnerstr. 29,52.4720538,13.3816252,osm
1057,Hoeppnerstr. 31,Hoeppnerstr. 31,52.4721351,13.3813842,osm
1265,Hohenfriedbergstr. 1/2,Hohenfriedbergstr. 1,52.4879925,13.3646804,osm
466,Hohenstaufenstr. 58,Hohenstaufenstr. 58,52.4943962,13.348303,osm
105,Hohensteiner Str. 3,Hohensteiner Str. 3,52.4765937,13.3174621,osm
361,Hohenzollerndamm 150,Hohenzollerndamm 150,52.4850977,13.2974916,osm
1690,Hohenzollerndamm 76,Hohenzollerndamm 76,52.4826258,13.2895889,osm
584,Hoher Steinweg 6,Hoher Steinweg 6,52.5398045,13.2067228,osm
1407,Hohmannstr. 9 /Dievenowstr. 14,Hohmannstr. 9,52.4728539,13.2965351,osm
1686,Höhndorfstraße 8f,Höhndorfstraße 8f,52.4841474,13.374198,osm
884,"Holsteiner Ufer 28/30, 32/34",Holsteiner Ufer 28,52.5219575,13.3463027,osm
885,Holsteiner Ufer 34,Holsteiner Ufer 34,52.5217455,13.3466994,osm
1771,Holsteinische Str. 17,Holsteinische Str. 17,52.4647221,13.330552,osm
1068,Holsteinische Str. 2,Holsteinische Str. 2,52.461997499999995,13.32777718149637,osm
1438,Holsteinische Str. 29,Holsteinische Str. 29,52.4660029,13.3338197,osm
506,Holsteinische Str. 45,Holsteinische Str. 45,52.4648752,13.3302125,osm
522,Holsteinische Str. 45/46,Holsteinische Str. 45,52.4648752,13.3302125,osm
528,Holsteinische Str. 47/Peschkestr./Schöneberger Str.,Holsteinische Str. 47,52.4646824,13.3300004,osm
1826,Holsteinische Str. 48,Holsteinische Str. 48,52.4641616,13.329422,osm
1461,Homburger Str. 26,Homburger Str. 26,52.4744364,13.3140099,osm
146,Homburger Str. 39-39 a/Binger Str. 72,Homburger Str. 39,52.4743659,13.3114203,osm
113,Homburger Str. 4,Homburger Str. 4,52.4739099,13.319144534980587,osm
62,Homburger Str. 45/Binger Str.,Homburger Str. 45,52.4742885,13.3100528,osm
140,Homburger Str. 50,Homburger Str. 50,52.4746198,13.3089945,osm
63,Homburger Str. 52,Homburger Str. 52,52.4746423,13.3087157,osm
139,Homburger Str. 8 i,Homburger Str. 8 i,52.4743659,13.3114203,osm
1393,Hönower Str. 10,Hönower Str. 10,52.4890015,13.5253197,osm
1192,Hönower Str. 10/ Gundelfinger 25,Hönower Str. 10,52.4890015,13.5253197,osm
1426,"Hönower Str. 11, 12",Hönower Str. 11,52.4889755,13.5249993,osm
1197,Hönower Str. 33,Hönower Str. 33,52.4892316,13.5248108,osm
1657,"Hornblendeweg 2, Schule am Sandsteinweg",Hornblendeweg 2,52.4201657,13.4058205,osm
716,Horst-Kohl-Str. 18-19,Horst-Kohl-Str. 18,52.4615395,13.3421492,osm
962,Hortensienstr. 16,Hortensienstr. 16,52.4476957,13.303900960011552,osm
963,"Hortensienstr. 17, 17a, 17 b",Hortensienstr. 17,52.4475476,13.3035967,osm
964,Hortensienstr. 23,Hortensienstr. 23,52.44739894999999,13.304257039107608,osm
1446,Hortensienstr. 28/Enzianstr. 5,Hortensienstr. 28,52.44774,13.3051558,osm
352,Holbeinstr. 34,Holbeinstr. 34,52.4416678,13.3109515,osm
1814,Hubertusallee 10,Hubertusallee 10,52.4934877,13.2853886,osm
1822,Hubertusallee 13,Hubertusallee 13,52.4926111,13.2847698,osm
1938,Hubertusallee 19,Hubertusallee 19,52.4906595,13.28442318213306,osm
1732,Hubertusallee 41,Hubertusallee 41,52.487762,13.2841737,osm
165,Hubertusstr. 10,Hubertusstr. 10,52.46017915,13.325805571479888,osm
164,Hubertusstr. 2,Hubertusstr. 2,52.460077299999995,13.324939525206098,osm
682,Hubertusstr. 6,Hubertusstr. 6,52.4598109,13.325771308100965,osm
166,Hubertusstr. 7/Düppelstr.,Hubertusstr. 7,52.4597684,13.325976347885833,osm
1502,Hundekehlestr. 10/ Ecke Kösener,Hundekehlestr. 10,52.4759654,13.2873412,osm
1411,Hundekehlestr. 16/17,Hundekehlestr. 16,52.4762103,13.2854577,osm
1248,Hundekehlestr. 16/17,Hundekehlestr. 16,52.4762103,13.2854577,osm
1505,Hundekehlestr. 33 / Eckhaus Heydenstr.,Hundekehlestr. 33,52.4756277,13.2870135,osm
1503,"Hundekehlestr. 8,9,9a / Eckhaus Kösener",Hundekehlestr. 8,52.4759259,13.2880594,osm
1253,Hünefeldzeile 1,Hünefeldzeile 1,52.4483114,13.3568573,osm
1369,Hünensteig 10,Hünensteig 10,52.453573,13.3403659,osm
1357,Hünensteig 12,Hünensteig 12,52.453541,13.3409127,osm
675,Hünensteig 20-28,Hünensteig 20,52.4523843,13.34299,osm
1100,Hünensteig 30-38,Hünensteig 30,52.4523843,13.34299,osm
1924,Huronseestr. 70-82,Huronseestr. 70,52.4982269,13.4972085,osm
1694,"Hüttenweg 40, Biesalski-Schule",Hüttenweg 40,52.4546353,13.2698957,osm
1695,"Hüttenweg 40, Quentin-Blake-Grundschule",Hüttenweg 40,52.4546353,13.2698957,osm
1850,Iburger Ufer 4-8,Iburger Ufer 4,52.5202352,13.3114607,osm
751,Immenweg 20-26,Immenweg 20,52.4513061,13.3478638,osm
1101,,,52.4537465,13.3436909,osm
1533,"Immenweg 6-10, OSZ Wilhelm-Ostwald-Schule",Immenweg 6,52.4518878,13.3430509,osm
1482,Ingridpfad 4 - 20,Ingridpfad 4,52.4319527,13.3410872,osm
374,Innsbrucker Platz 4,Innsbrucker Platz 4,52.4790516,13.3439081,osm
630,Innsbrucker Str. 5,Innsbrucker Str. 5,52.4871074,13.3402316,osm
631,Innsbrucker Str. 57,Innsbrucker Str. 57,52.4875572,13.3406521,osm
629,Innsbrucker Str. 5/6,Innsbrucker Str. 5,52.4871074,13.3402316,osm
628,Innsbrucker Str. 7/Wartburgstr. 22,Innsbrucker Str. 7,52.4867459,13.3403625,osm
195,Isoldestr. 9,Isoldestr. 9,52.4766318,13.3319366,osm
1553,Jägerstr. 33B,Jägerstr. 33B,52.4251946,13.325114612373934,osm
1634,Jägerstr. 56,Jägerstr. 56,52.5142926,13.3933731,osm
752,Jeverstr. 19,Jeverstr. 19,52.4598505,13.3326884,osm
787,Joachim-Friedrich-Str. 46,Joachim-Friedrich-Str. 46,52.4972364,13.295868,osm
1249,Johanna-Stegen-Str. 20,Johanna-Stegen-Str. 20,52.4464257,13.3320747,osm
1646,Johanna-Stegen-Strasse 14,Johanna-Stegen-Strasse 14,52.4469745,13.3308938,osm
173,Johannisberger Str. 13,Johannisberger Str. 13,52.4756735,13.3107963,osm
245,Johannisberger Str. 17 a,Johannisberger Str. 17 a,52.4731486,13.3109209,osm
291,Johannisberger Str. 18/18 a,Johannisberger Str. 18,52.4736931,13.3107637,osm
532,Johannisberger Str. 39 a,Johannisberger Str. 39 a,52.4731486,13.3109209,osm
250,Johannisberger Str. 5,Johannisberger Str. 5,52.4777117,13.3108643,osm
356,Johannisberger Str. 9,Johannisberger Str. 9,52.4769946,13.3108369,osm
1333,Jungfernstieg 10 a,Jungfernstieg 10 a,52.4289626,13.3259581,osm
966,Jungfernstieg 20,Jungfernstieg 20,52.43196205,13.328228749202951,osm
1332,Jungfernstieg 22,Jungfernstieg 22,52.43112325,13.327397699999995,osm
1329,Jungfernstieg 25,Jungfernstieg 25,52.4305047,13.32697296207469,osm
1330,Jungfernstieg 25a,Jungfernstieg 25a,52.43038595,13.326861688311968,osm
1331,Jungfernstieg 26a,Jungfernstieg 26a,52.42960595,13.32615497330961,osm
1640,Kadettenweg 86,Kadettenweg 86,52.4328397,13.29895176019544,osm
923,"Kahlstr. 12, 14",Kahlstr. 12,52.4822134,13.3117378,osm
336,Kahlstr. 14,Kahlstr. 14,52.4820872,13.3120437,osm
337,Kahlstr. 8-18/Rudolstädter Str. 12-14,Kahlstr. 8,52.4822644,13.3122459,osm
650,Kaiser-Wilhelm-Platz 6,Kaiser-Wilhelm-Platz 6,52.4869202,13.3569835,osm
1479,Kaiser-Wilhelm-Str. 51/51 a,Kaiser-Wilhelm-Str. 51,52.4333043,13.340971066377405,osm
1447,Kaiser-Wilhelm-Str. 52/Ruthstr.,Kaiser-Wilhelm-Str. 52,52.43396865,13.341316299484223,osm
1320,Kaiser-Wilhelm-Str. 60-62,Kaiser-Wilhelm-Str. 60,52.4347533,13.3426964,osm
1483,Kaiser-Wilhelm-Str. 7,Kaiser-Wilhelm-Str. 7,52.4300048,13.3343296,osm
1004,Kaiserdamm 13,Kaiserdamm 13,52.5106646,13.288557,osm
758,Kamenzer Damm 46-52,Kamenzer Damm 46,52.4341669,13.3589157,osm
970,"Kameradenweg 23, 5, 7, 9A , 11, 25, 27, 29, 31",Kameradenweg 23,52.4343621,13.3482436,osm
813,Kamminer Str. 10,Kamminer Str. 10,52.5262775,13.3005698,osm
768,Kamminer Str. 33 a,Kamminer Str. 33 a,52.5260972,13.3002388,osm
178,Kantstr. 29,Kantstr. 29,52.5061827,13.3186298,osm
179,Kantstr. 30,Kantstr. 30,52.5062119,13.3180811,osm
1752,Kapweg 4-5,Kapweg 4,52.5625105,13.3265022,osm
1642,Karl-Kunger-Straße 25,Karl-Kunger-Straße 25,52.4897089,13.4494977,osm
1758,"Karl-Marx-Allee 1, Otto-Braun-Str 70-72 Haus der Statistik",Karl-Marx-Allee 1,52.5231911,13.4197648,osm
694,"Karl-Stieler-Str. 10/11, Grundschule am Stadtpark Steglitz",Karl-Stieler-Str. 10,52.4493424,13.342991,osm
1859,Karl-Stieler-Str. 3a,Karl-Stieler-Str. 3a,52.4499459,13.3392057,osm
1852,"Karl-Stieler-Str. 8a, Markuskirche am Markusplatz",Karl-Stieler-Str. 8a,52.4494565,13.3415572,osm
657,Karl-Stieler-Str. 9,Karl-Stieler-Str. 9,52.4491456,13.3431882,osm
1682,"Karlsgartenstr. 7, Karlsgarten-Schule",Karlsgartenstr. 7,52.4825702,13.421500999286314,osm
788,"Karlsruher Str. 17,  Gebäude abgerissen","Karlsruher Str. 17 , Gebäude abgerissen",52.490228,13.5969273,osm
789,Karlsruher Str. 6/7 ,Karlsruher Str. 6,52.4992699,13.2945736,osm
790,"Karlsruher Str. 8-9, kompletter Standortverlust ",Karlsruher Str. 8,52.5016724,13.2946789,osm
1266,Kärntener Str. 11,Kärntener Str. 11,52.4786003,13.3475822,osm
312,Kärntener Str. 25/Gutzkowstr. 1,Kärntener Str. 25,52.4792117,13.3477902,osm
561,Karolingerplatz 12,Karolingerplatz 12,52.5076198,13.2703042,osm
558,Kastanienallee 18,Kastanienallee 18,52.5107803,13.2683476,osm
791,Katharinenstr. 21,Katharinenstr. 21,52.4993335,13.2924572,osm
792,"Katharinenstr. 22 b - e,  kompletter Standortverlust ",Katharinenstr. 22,None,None,osm
1787,"Kattegatstr. 26, Andersen-Grundschule",Kattegatstr. 26,52.56591165,13.388898691391509,osm
927,"Katzlerstr. 14, 15",Katzlerstr. 14,52.4916299,13.369093,osm
1267,Katzlerstr. 19/20,Katzlerstr. 19,52.4925119,13.3694423,osm
378,Katzlerstr. 5,Katzlerstr. 5,52.492104,13.368864,osm
1046,Katzlerstr. 7,Katzlerstr. 7,52.4917635,13.3687302,osm
928,Katzlerstr. 7,Katzlerstr. 7,52.4917635,13.3687302,osm
1338,Kaulbachstr. 8a,Kaulbachstr. 8a,52.4368054,13.331000033146069,osm
1624,Kaulbachstraße 15,Kaulbachstraße 15,52.43677595,13.332849538904052,osm
1625,Kaulbachstraße 24,Kaulbachstraße 24,52.4377868,13.334799289436038,osm
1636,Kaulbachstraße 46,Kaulbachstraße 46,52.4376902,13.335403,osm
1647,Kaulbachstraße 48,Kaulbachstraße 48,52.4388639,13.338917672980887,osm
1654,Kaulbachstraße 65,Kaulbachstraße 65,52.438135,13.340424516564418,osm
1806,Kavalierstr. 25,Kavalierstr. 25,52.5742702,13.4097765,osm
1127,Kelchstr. 3,Kelchstr. 3,52.4489918,13.3576153,osm
1120,Kelchstr. 5,Kelchstr. 5,52.4492001,13.3577166,osm
1126,Kelchstr. 7,Kelchstr. 7,52.4493677,13.357795,osm
673,Kellerstr. 1,Kellerstr. 1,52.4498478,13.3423343,osm
1371,Kellerstr. 4,Kellerstr. 4,52.4503103,13.3422824,osm
1223,Kellerstr. 6,Kellerstr. 6,52.4499893,13.3418712,osm
1072,Kieler Str. 1,Kieler Str. 1,52.4586973,13.3232138,osm
1082,Kieler Str. 3 und 2,Kieler Str. 3,52.4580105,13.3255766,osm
1782,"Kienbergstr. 59, Grundschule an der Mühle",Kienbergstr. 59,52.5396962,13.5658409,osm
1801,"Kienhorststraße 67, Herman-Schulz-Grundschule",Kienhorststraße 67,52.5733884,13.3255189,osm
310,Kirchstr. 27,Kirchstr. 27,52.4174622,13.370417599907064,osm
717,Kissingerstr. 12,Kissingerstr. 12,52.4621057,13.3405035,osm
498,Kissingerstr. 15,Kissingerstr. 15,52.4611862,13.34056018080366,osm
878,"Kleine Markusstr. 49, 18. Volksschule",Kleine Markusstr. 49,52.5151623,13.4274029,osm
1485,Klingsorplatz 1,Klingsorplatz 1,52.44404575,13.319657827975984,osm
1484,Klingsorplatz 2,Klingsorplatz 2,52.443919050000005,13.31866756480116,osm
1000,Klingsorstr. 1/3,Klingsorstr. 1,52.4527406,13.3311943,osm
1614,Klingsorstr. 34,Klingsorstr. 34,52.4501911,13.3285295,osm
1001,Klingsorstr. 7,Klingsorstr. 7,52.4524648,13.331009610369897,osm
1871,"Klützer Str. 36/42, Sporthalle",Klützer Str. 36,52.57049865,13.514232941279245,osm
499,Kniephofstr. 12,Kniephofstr. 12,52.459953,13.3345136,osm
684,Kniephofstr. 14/Schönhauser Str. 16,Kniephofstr. 14,52.4600056,13.3359317,osm
683,Kniephofstr. 15,Kniephofstr. 15,52.4600171,13.3361514,osm
658,Kniephofstr. 26,Kniephofstr. 26,52.4602515,13.3404264,osm
501,Kniephofstr. 26 a,Kniephofstr. 26 a,52.4602638,13.3408245,osm
948,Kniephofstr. 4,Kniephofstr. 4,52.4601,13.3311515,osm
718,Kniephofstr. 46,Kniephofstr. 46,52.4604199,13.3389771,osm
719,Kniephofstr. 48,Kniephofstr. 48,52.4604047,13.338229,osm
